FIPS,Yield,Year,Land_Area,Acres_Planted
20065,35.7,2011,898.52,13500
20153,19.1,2011,1069.42,4500
20181,50.5,2011,1056.07,5700
20193,43.2,2011,1074.69,18500
20007,28,2011,1134.07,5300
20047,47.4,2011,621.89,32000
20077,12.2,2011,801.27,15600
20079,15.6,2011,539.75,83000
20095,26.3,2011,863.36,17400
20145,40.4,2011,754.26,23000
20151,33,2011,735.04,25500
20155,17.3,2011,1255.35,87000
20173,19.7,2011,997.51,78000
20191,11.6,2011,1181.94,118000
20001,10.9,2011,500.3,62500
20011,13.4,2011,635.47,33500
20015,11.3,2011,1429.86,68500
20019,16.3,2011,638.88,8500
20021,12.5,2011,587.57,91500
20035,11.6,2011,1125.75,65000
20037,14.2,2011,589.76,63000
20049,17,2011,644.26,14500
20073,12.4,2011,1143.3,28500
20099,14.4,2011,645.29,67000
20125,15.6,2011,643.53,51000
20133,13.8,2011,571.47,54500
20205,14,2011,570.42,70500
20207,12.3,2011,497.82,36500
20057,43.7,2011,1098.27,12000
20081,34.2,2011,577.52,7200
20083,44.5,2011,859.99,2100
20119,55,2011,978.09,8600
20175,45.9,2011,639.5,10500
20063,17.2,2011,1071.66,5500
20101,21.1,2011,717.46,2000
21011,36.3,2011,278.79,3300
21017,32.6,2011,289.72,7500
21021,44,2011,180.17,1700
21049,47.9,2011,252.46,3600
21067,44.1,2011,283.65,3700
21069,39,2011,348.54,8800
21079,39,2011,230.08,900
21097,39.4,2011,306.36,3200
21113,36.8,2011,172.12,1600
21137,36.2,2011,334.09,7000
21167,38.6,2011,248.8,3000
21181,42.8,2011,195.17,800
21209,45.6,2011,281.77,1800
21211,35.2,2011,379.64,25000
21215,40,2011,186.68,7300
21229,35.4,2011,297.27,4800
21239,42,2011,188.78,2300
21001,38.7,2011,405.28,5600
21003,38.5,2011,344.34,3800
21009,41.7,2011,487.54,19200
21027,34.9,2011,567.17,24300
21029,31,2011,297.02,5000
21031,42.1,2011,426.09,14800
21045,41.5,2011,444.23,4600
21053,37.9,2011,197.25,1500
21061,32,2011,302.88,6600
21085,39.4,2011,496.7,14500
21087,38.6,2011,286.03,7200
21093,37.6,2011,623.28,32800
21099,36.6,2011,412.09,6000
21123,34.8,2011,261.52,22700
21155,36.5,2011,343.01,13200
21163,28.2,2011,305.42,16000
21169,38.9,2011,289.65,3100
21171,38,2011,329.37,4500
21179,38,2011,417.51,17100
21207,36.8,2011,253.66,5700
21217,39.3,2011,266.33,10400
21227,37.7,2011,541.6,30000
21065,41.4,2011,253.08,1100
21135,41.1,2011,482.84,6500
21197,31,2011,178.98,2600
21199,37.8,2011,658.41,9700
21203,34.6,2011,316.54,1800
21205,35.4,2011,279.8,1600
21231,44.9,2011,458.17,6900
21033,43.1,2011,344.79,26800
21047,39.8,2011,717.5,77500
21055,42,2011,359.95,19800
21059,42.1,2011,458.35,74500
21091,35.5,2011,187.65,12600
21101,42,2011,436.67,84000
21107,37.3,2011,542,36500
21141,36.8,2011,552.13,64500
21149,41.2,2011,252.47,47500
21177,33.8,2011,467.08,16500
21183,39.9,2011,587.27,30800
21213,32.3,2011,234.2,42500
21219,38.5,2011,374.5,47500
21225,48.7,2011,342.85,62000
21233,42.9,2011,331.94,41000
21015,40.5,2011,246.36,2000
21041,35,2011,128.57,2500
21077,45.6,2011,101.23,2500
21081,43,2011,257.96,500
21103,28.9,2011,286.28,8500
21185,29.8,2011,187.22,4000
21191,44.1,2011,277.16,1700
21223,34.3,2011,151.65,4300
21007,40.2,2011,246.66,38800
21035,33.5,2011,385.02,43800
21039,37.1,2011,189.43,28000
21075,43.3,2011,205.5,47500
21083,35.9,2011,551.74,81000
21105,39.4,2011,242.27,48000
21139,42.6,2011,313.13,19400
21143,39.4,2011,213.84,8800
21157,34.6,2011,301.25,15300
21145,38.2,2011,248.74,19800
21221,39.2,2011,441.43,24600
22009,29.6,2011,832.43,75800
22025,28.2,2011,708.03,43100
22029,33.3,2011,696.92,74700
22039,25.7,2011,662.38,33200
22077,42.2,2011,557.35,58600
22079,35.1,2011,1317.96,27800
22097,31,2011,923.88,95600
22073,33.9,2011,610.41,12700
22035,45.3,2011,420.7,89000
22065,37.5,2011,624.44,58500
22067,48.4,2011,794.93,81200
22083,41.2,2011,559.04,39400
22123,47.7,2011,359.65,39100
22017,19.2,2011,878.54,6900
22081,24.5,2011,389.09,6100
22007,23.3,2011,338.66,3500
22045,33.5,2011,574.11,5700
22047,46.7,2011,618.63,9400
22055,27.2,2011,268.72,5900
22099,37.9,2011,737.65,11300
22101,34.9,2011,555.38,4200
22001,30.4,2011,655.12,46300
22019,24.5,2011,1063.66,6700
22053,20.7,2011,651.33,29000
22113,28.5,2011,1173.2,17000
22069,28.8,2011,1252.25,17000
24019,33.4,2011,540.77,45000
24039,42.9,2011,319.72,17500
24045,32,2011,374.44,23000
24047,41.2,2011,468.28,34500
24013,40.1,2011,447.59,23300
24021,34.1,2011,660.22,30700
24025,45.6,2011,437.09,12700
24031,37.6,2011,491.25,16400
24043,38.2,2011,457.78,10600
24003,43.3,2011,414.9,4900
24009,37.6,2011,213.15,3600
24017,31.7,2011,457.75,8000
24033,40.3,2011,482.69,4100
24037,39.2,2011,357.18,15400
24011,39.7,2011,319.42,47500
24015,42.8,2011,346.27,19500
24029,39.9,2011,277.03,43500
24035,40.9,2011,371.91,51000
24041,40.9,2011,268.54,39500
26035,35.1,2011,564.32,3800
26051,46.8,2011,501.78,7000
26057,46,2011,568.46,79000
26073,46.5,2011,572.68,47500
26111,47,2011,516.25,22000
26117,42.8,2011,705.4,22000
26011,44.5,2011,363.19,15000
26017,48.3,2011,442.3,39000
26063,49,2011,835.71,56000
26145,42.8,2011,800.11,97000
26151,43.4,2011,962.57,122000
26157,43.1,2011,803.13,71000
26007,31.3,2011,571.86,6400
26069,33.7,2011,549.1,2300
26119,31.4,2011,546.66,3200
26141,32,2011,658.72,5700
26015,45.5,2011,553.09,28000
26023,45.8,2011,506.37,70000
26025,45.8,2011,706.23,69000
26037,45.6,2011,566.41,72000
26045,44.1,2011,575.17,70000
26059,44.6,2011,598.13,70000
26065,46,2011,556.12,52000
26067,48.9,2011,571.3,58000
26075,40.7,2011,701.67,41000
26155,42.1,2011,530.67,81000
26149,48.6,2011,500.59,48000
26049,37.3,2011,636.98,42000
26087,42.5,2011,643.01,48000
26091,46.9,2011,749.55,110000
26093,42,2011,565.25,19000
26099,43.5,2011,479.22,27000
26115,45.4,2011,549.39,77000
26125,40,2011,867.66,4000
26147,41.6,2011,721.17,66000
26161,43.6,2011,705.97,45000
26163,41.7,2011,612.08,3000
26005,48.8,2011,825.23,41000
26027,41.8,2011,490.06,41000
26077,48,2011,561.66,27000
26081,46.9,2011,846.95,22000
26139,45.3,2011,563.47,22000
26105,39.8,2011,495.07,4500
26121,45.9,2011,499.25,7400
26123,43,2011,813.2,4800
27009,33.7,2011,408.3,34100
27019,36.8,2011,354.33,37200
27067,37.7,2011,796.78,108500
27085,35.4,2011,491.47,86800
27093,34.7,2011,608.18,102000
27097,37.1,2011,1125.06,27800
27129,37,2011,982.91,184500
27139,37.7,2011,356.48,31400
27141,44.6,2011,432.92,14300
27143,38.7,2011,588.78,116000
27145,36.9,2011,1343.13,94200
27153,35.2,2011,944.98,43300
27159,43.2,2011,536.27,7900
27171,35.2,2011,661.46,75000
27001,30.8,2011,1821.66,6200
27025,34.6,2011,414.86,24300
27053,37.5,2011,553.59,14500
27059,31.9,2011,435.79,26000
27065,29.9,2011,521.59,11500
27095,30.2,2011,572.31,17900
27115,36.9,2011,1411.29,16000
27163,43.7,2011,384.28,13700
27005,33.3,2011,1315.2,86400
27027,33.5,2011,1045.37,179500
27029,29.9,2011,998.94,13000
27069,29.1,2011,1098.8,97200
27087,31.6,2011,557.88,67100
27089,31.9,2011,1775.07,208000
27107,31.3,2011,872.79,179000
27113,30.4,2011,616.57,103000
27119,33.7,2011,1971.13,255000
27125,32.2,2011,432.41,73800
27135,30.3,2011,1671.6,120000
27013,47.6,2011,747.84,157000
27015,42,2011,611.09,119000
27043,46.5,2011,712.48,166000
27047,45.8,2011,707.09,139000
27079,37.6,2011,448.76,76800
27091,48.5,2011,712.35,151500
27103,42.5,2011,448.49,80800
27131,38.9,2011,495.68,65600
27147,41.6,2011,429.65,76200
27161,45.8,2011,423.36,83700
27165,45,2011,434.95,99400
27037,42,2011,562.17,48000
27039,48.3,2011,439.28,83900
27045,48.4,2011,861.3,86600
27049,46.8,2011,756.84,90300
27055,47.1,2011,552.06,26400
27099,47.4,2011,711.33,148500
27109,46.6,2011,653.35,68200
27157,49.8,2011,522.98,37400
27169,49.5,2011,626.21,27700
27033,44.1,2011,638.61,148000
27063,45.7,2011,702.98,175000
27081,34.9,2011,536.76,99900
27083,35.2,2011,714.56,156500
27101,46.1,2011,704.7,159500
27105,45.8,2011,715.11,168500
27117,38.8,2011,465.05,93100
27127,37.8,2011,878.57,209000
27133,49.5,2011,482.45,105500
27011,33.4,2011,499.02,103000
27023,40.6,2011,581.12,100500
27041,34.7,2011,637.3,73100
27051,37.6,2011,548.16,96900
27073,38.4,2011,765.02,162500
27111,39.7,2011,1972.07,141500
27121,35.8,2011,669.71,79000
27149,37.5,2011,563.6,106000
27151,38.4,2011,742.08,124500
27155,33.4,2011,573.9,132000
27167,31,2011,750.96,154500
27173,39.8,2011,759.1,161500
28015,46.7,2011,628.24,7600
28051,36.9,2011,756.7,22000
28089,35.7,2011,714.51,12300
28121,38.4,2011,775.48,7000
28123,32.3,2011,609.18,4500
28087,29.4,2011,505.51,14900
28095,26.4,2011,765.09,31700
28103,35.3,2011,695.14,21700
28053,42.2,2011,418.49,64800
28055,38.6,2011,413.05,40500
28083,47.9,2011,592.54,95400
28125,42.3,2011,431.72,67000
28133,44.6,2011,697.75,172500
28151,50.3,2011,724.74,173500
28163,38.3,2011,922.95,64300
28009,23.2,2011,406.62,13000
28013,33.9,2011,586.57,16100
28033,32.5,2011,476.15,37700
28071,23.5,2011,631.71,6600
28093,28,2011,706.19,20500
28107,32.2,2011,685.14,34500
28137,31.6,2011,404.76,16200
28003,38,2011,400.04,13600
28057,26.2,2011,532.79,13900
28081,26.8,2011,449.95,38600
28115,26.9,2011,497.69,21800
28117,26.8,2011,414.98,21000
28145,25.9,2011,415.6,21200
28031,25.3,2011,413.79,2300
28077,16.4,2011,430.67,2900
28001,39,2011,462.41,8300
28021,44.4,2011,487.41,2800
28049,37.3,2011,869.74,8700
28063,42.4,2011,519.93,5900
28149,29.8,2011,588.5,15300
28011,42.5,2011,876.57,231000
28027,38.8,2011,552.44,104500
28119,34.5,2011,405.01,81000
28135,40.4,2011,645.29,116500
28143,33.7,2011,454.67,1e+05
29015,36.7,2011,704.06,22600
29019,33.2,2011,685.41,45700
29027,38.6,2011,834.57,58500
29051,42.3,2011,393.75,10800
29053,40.9,2011,564.77,71000
29059,28.2,2011,540.77,1800
29085,17,2011,399.09,2900
29089,39.2,2011,463.85,43900
29105,31.6,2011,764.72,2000
29125,30,2011,526.98,3400
29131,44,2011,592.59,4800
29135,36.2,2011,415.03,22500
29141,38.1,2011,597.63,10800
29151,42.4,2011,604.35,12900
29159,40.1,2011,682.22,92600
29167,29.5,2011,635.52,6100
29169,47.1,2011,547.1,700
29195,48.5,2011,755.5,143000
29071,32.4,2011,922.68,27900
29073,31.2,2011,517.8,11500
29099,30.8,2011,656.63,6300
29113,26.3,2011,626.56,67800
29139,27.2,2011,536.25,73600
29157,36.3,2011,474.35,43200
29183,36.9,2011,560.44,50200
29187,37.7,2011,451.89,2300
29189,39.4,2011,507.8,7100
29186,39.9,2011,499.15,15100
29219,32.7,2011,428.6,29900
29001,38.6,2011,567.32,34300
29033,43.9,2011,694.62,121500
29041,36.9,2011,751.18,121500
29079,44.3,2011,435.28,60800
29115,39.7,2011,615.56,71400
29117,42.7,2011,532.33,102000
29171,42.8,2011,517.32,27500
29175,26.7,2011,482.68,44500
29197,38.3,2011,307.3,20600
29211,36.8,2011,647.98,30200
29007,27.8,2011,692.23,163000
29045,32.1,2011,504.69,64200
29111,25.4,2011,505.04,67600
29127,31.1,2011,436.92,58200
29137,29,2011,647.65,83500
29163,29.8,2011,670.44,78600
29173,31.6,2011,469.78,68500
29205,32,2011,500.86,99400
29005,48.3,2011,547.3,121000
29021,42.4,2011,408.03,55000
29025,37,2011,426.39,46700
29047,41.2,2011,397.3,23500
29049,45.7,2011,418.96,46800
29061,39.2,2011,563.24,75300
29063,46,2011,421.36,49300
29075,43.9,2011,491.42,57400
29081,44.4,2011,722.5,72100
29087,46.3,2011,462.69,89100
29147,36.9,2011,876.96,138500
29165,45.6,2011,420.19,49100
29177,40.3,2011,568.81,68300
29123,24.3,2011,494.39,700
29181,38.8,2011,629.54,13800
29223,33.4,2011,759.18,3000
29225,27.5,2011,592.56,900
29023,41.9,2011,694.67,129500
29031,31.8,2011,578.53,64700
29069,36.1,2011,541.07,103500
29133,40.4,2011,411.58,172500
29143,42,2011,674.84,194000
29155,36.5,2011,492.54,156000
29201,37.3,2011,419.99,91800
29207,45,2011,823.22,186000
29009,19,2011,778.25,2100
29011,20.4,2011,591.92,82700
29057,16.2,2011,490.01,31000
29077,23.4,2011,675.3,3500
29097,15,2011,638.49,51100
29109,17.3,2011,611.74,11600
29145,18.4,2011,624.76,5600
29013,21.8,2011,836.69,113000
29037,29,2011,696.84,67200
29039,13.8,2011,474.48,6800
29083,24.2,2011,696.95,61800
29095,39.5,2011,604.46,32200
29101,36.6,2011,829.28,73600
29107,46.3,2011,628.43,111000
29185,20.4,2011,669.98,33800
29217,19.2,2011,826.4,77600
31019,62.5,2011,968.11,83000
31041,54.4,2011,2575.52,71200
31047,62.4,2011,1013.1,67700
31077,54.2,2011,569.81,37200
31079,63.1,2011,546.29,35600
31093,57.5,2011,569.34,38100
31163,55.8,2011,565.83,31200
31175,56.2,2011,568.05,31000
31023,55.8,2011,584.91,110100
31025,52.2,2011,557.45,123300
31037,52.8,2011,411.66,73600
31053,52.7,2011,528.71,116200
31055,49.2,2011,328.45,26600
31081,68.5,2011,542.88,89500
31109,47.4,2011,837.55,127000
31121,56.7,2011,484.88,64700
31125,53.8,2011,441.63,50100
31141,56.7,2011,674.06,120400
31143,57.4,2011,438.34,82400
31153,51.6,2011,238.99,33400
31155,51.6,2011,750.23,157700
31159,56.1,2011,571.43,111100
31177,48.9,2011,389.96,75000
31185,62.6,2011,572.51,100900
31015,44.1,2011,539.94,22300
31017,50.9,2011,1221.33,8600
31071,49.9,2011,569.79,3500
31089,55.8,2011,2412.4,73300
31103,46.9,2011,773.07,4300
31113,56.8,2011,570.66,4800
31115,54.6,2011,568.29,3000
31149,51.7,2011,1008.32,12400
31183,55.3,2011,575.18,12100
31003,53.4,2011,857.22,117000
31011,54.4,2011,686.55,101700
31021,48.4,2011,491.58,108300
31027,50.2,2011,740.31,113600
31039,52.8,2011,570.62,115100
31043,41.9,2011,264.25,45900
31051,38.7,2011,476.23,79300
31107,48.1,2011,1108.35,70000
31119,51.8,2011,572.74,104200
31139,49.3,2011,573.25,100200
31167,47.1,2011,427.95,61200
31173,47.7,2011,393.58,69400
31179,47.5,2011,442.91,91100
31033,40.4,2011,1196.29,1600
31069,47.9,2011,1704.28,1300
31001,65.7,2011,563.27,89300
31061,60.1,2011,575.82,57800
31065,55.6,2011,719.13,30800
31073,62,2011,458.16,31000
31083,63.1,2011,553.47,47300
31099,65.3,2011,516.24,86200
31137,67.7,2011,539.79,91500
31181,58.3,2011,574.91,54100
31035,65.3,2011,572.29,87500
31059,63.8,2011,575.37,109000
31067,46.5,2011,851.49,151600
31095,51.3,2011,570.18,84600
31097,44.8,2011,376.05,46400
31127,47.9,2011,407.38,78300
31129,57.1,2011,575.16,61400
31131,45.8,2011,615.63,126100
31133,43.4,2011,431.07,46500
31147,49.8,2011,551.84,94000
31151,52.8,2011,574.02,103000
31169,59.7,2011,573.81,89600
31029,45.8,2011,894.42,8800
31063,51.4,2011,974.59,29400
31085,50.2,2011,713.06,6000
31101,49.9,2011,1061.6,16000
31111,52.2,2011,2564.07,48600
31135,51.1,2011,883.34,12300
31145,51.9,2011,716.99,15600
34005,36,2011,798.58,21000
34021,37,2011,224.56,5000
34025,41,2011,468.79,6100
34019,40.4,2011,427.82,5000
34041,45.1,2011,356.92,5000
34011,38.9,2011,483.7,9700
34015,36.7,2011,322.01,7700
34033,37.2,2011,331.9,21800
36011,43.1,2011,691.58,32000
36043,37.1,2011,1411.47,2100
36053,41.6,2011,654.84,5500
36065,42.2,2011,1212.43,6300
36067,41.5,2011,778.39,12500
36075,37.5,2011,951.65,5600
36115,46.7,2011,831.18,800
36021,39.1,2011,634.71,3700
36109,40,2011,474.65,4500
36003,27.5,2011,1029.31,1200
36009,42.6,2011,1308.35,2700
36013,28.8,2011,1060.23,3100
36101,30,2011,1390.56,3800
36029,44.5,2011,1042.69,7200
36037,45,2011,492.94,12400
36051,44.1,2011,631.76,21200
36055,45.7,2011,657.21,12500
36063,42.4,2011,522.36,15800
36069,44.2,2011,644.07,23400
36073,44.1,2011,391.26,19400
36099,45.9,2011,323.71,26200
36117,44.5,2011,603.83,20000
36121,43.9,2011,592.75,5000
36123,42.2,2011,338.14,5400
37013,26,2011,827.19,57300
37031,21.3,2011,506.25,20200
37049,29.8,2011,708.96,18600
37079,32.8,2011,265.93,25900
37095,24.1,2011,612.7,24100
37101,28.2,2011,791.3,53700
37103,25,2011,470.71,9300
37107,26,2011,400.59,25700
37137,29.9,2011,336.54,16600
37147,32.2,2011,651.97,42800
37191,31.4,2011,553.09,49600
37195,34,2011,368.17,26200
37003,36.3,2011,259.99,1600
37035,33.6,2011,398.72,8000
37037,27.4,2011,682.19,2500
37057,38.8,2011,552.67,8100
37059,38.7,2011,264.11,7300
37097,40.9,2011,573.83,16300
37105,24,2011,254.96,5100
37151,29.8,2011,782.52,8800
37159,33.9,2011,511.37,17500
37183,29,2011,835.22,15000
37015,34,2011,699.27,20800
37029,29.9,2011,240.56,29800
37041,38.9,2011,172.47,11700
37053,35,2011,261.85,20000
37065,30.9,2011,505.34,26200
37073,36.8,2011,340.44,17800
37083,36,2011,724.09,13000
37091,34,2011,353.06,10700
37127,32,2011,540.41,25400
37131,37.2,2011,536.59,24400
37139,30.3,2011,226.88,46700
37143,32.5,2011,247.09,36000
37177,32.1,2011,389.03,30900
37187,26.9,2011,348.13,33700
37027,37,2011,471.57,1000
37171,40,2011,532.17,9500
37197,40.1,2011,334.83,17500
37001,22.5,2011,423.94,4600
37033,15.8,2011,424.92,2300
37067,24.7,2011,408.15,3800
37069,30.1,2011,491.68,18600
37077,29.9,2011,531.57,3500
37081,21.6,2011,645.7,9400
37135,24.8,2011,397.96,3000
37145,28.9,2011,392.32,13200
37157,17.3,2011,565.55,4600
37181,31.9,2011,253.52,7100
37185,27,2011,428.46,6700
37017,21.3,2011,874.33,16900
37047,26,2011,937.29,46500
37051,20.3,2011,652.31,14700
37061,28,2011,816.22,42000
37085,23.3,2011,594.99,23700
37093,32.2,2011,390.74,8800
37133,28.3,2011,762.74,12000
37155,25.9,2011,949.22,82500
37163,32,2011,944.74,47300
37165,29.4,2011,318.84,10200
37007,36.8,2011,531.45,11500
37025,30,2011,361.75,6200
37045,29.2,2011,464.25,11500
37071,37.3,2011,356.03,3500
37109,31.1,2011,297.94,6600
37119,33.6,2011,523.84,1500
37125,23.9,2011,697.84,5000
37167,35.2,2011,395.09,16500
37179,43.1,2011,631.52,53100
37023,33.6,2011,507.1,500
38027,28.6,2011,630.17,60000
38031,25.5,2011,635.45,112000
38043,29.3,2011,1351.19,27300
38083,31.4,2011,972.38,35700
38093,28.7,2011,2221.72,351000
38103,28.1,2011,1271.05,173000
38003,28.7,2011,1491.55,294000
38017,27,2011,1764.94,512000
38039,27.2,2011,708.81,95500
38091,26.1,2011,712.22,150000
38097,27.4,2011,861.95,183500
38005,29.5,2011,1388.71,140000
38009,28,2011,1668.42,7600
38049,27.6,2011,1873.95,18000
38069,32.3,2011,1018.6,64500
38079,30.1,2011,903.08,13900
38019,26.4,2011,1488.75,29000
38035,28.1,2011,1436.38,166000
38063,28.2,2011,981.77,96000
38067,28.1,2011,1118.69,114000
38071,28.2,2011,1186.85,115000
38095,32,2011,1024.56,47000
38099,30.2,2011,1281.93,85000
38015,29,2011,1632.65,18300
38029,33.9,2011,1510.43,35100
38037,26.7,2011,1659.14,600
38021,30.3,2011,1131.47,140000
38045,35.4,2011,1145.94,220500
38047,30.7,2011,992.82,61000
38051,29.9,2011,974.73,79000
38073,33.9,2011,862.36,98500
38077,29.3,2011,1435.78,280000
38081,29.1,2011,858.51,137000
39041,42.5,2011,443.1,71400
39045,54.1,2011,504.41,66200
39047,51.1,2011,406.36,113500
39089,47.3,2011,682.5,64500
39097,52.1,2011,465.88,123000
39101,50.5,2011,403.76,104000
39117,45.5,2011,406.08,64900
39129,49.9,2011,501.32,109500
39141,51.3,2011,689.19,57000
39159,48.1,2011,431.73,105000
39019,40,2011,394.61,8000
39031,47.5,2011,563.91,16800
39075,50.7,2011,422.53,12600
39157,49.1,2011,567.64,12100
39005,45.2,2011,422.95,40600
39033,54.9,2011,401.79,94900
39043,43.9,2011,251.56,35200
39077,46.3,2011,491.49,91900
39093,42.3,2011,491.1,46200
39123,46.4,2011,254.92,53300
39139,45.4,2011,495.27,43500
39143,48.9,2011,408.45,84700
39147,49.6,2011,551.02,123000
39175,50.5,2011,406.86,99700
39007,46.2,2011,701.93,26100
39029,50.4,2011,531.89,19700
39055,47.6,2011,400.16,2300
39099,44.8,2011,411.62,14100
39103,45.7,2011,421.36,23900
39133,47.5,2011,487.38,15900
39151,47.7,2011,575.27,27800
39153,43.2,2011,412.75,1300
39155,44.8,2011,618.3,25800
39169,49.3,2011,554.93,42400
39003,50.8,2011,402.5,83400
39039,39.2,2011,411.46,91800
39051,48.5,2011,405.44,78200
39063,50.9,2011,531.36,127000
39069,50.4,2011,416.01,94200
39095,46.4,2011,340.86,28800
39125,42.5,2011,416.44,110000
39137,50.8,2011,482.52,131500
39161,47.3,2011,409.16,120000
39171,45.9,2011,420.97,73600
39173,52.6,2011,617.2,136500
39001,45,2011,583.87,21700
39015,43.9,2011,490.02,87300
39053,45.3,2011,466.53,2700
39071,46.7,2011,553.08,95900
39079,47.8,2011,420.3,3500
39087,39.9,2011,453.37,1400
39131,47.3,2011,440.28,12400
39145,40.9,2011,610.21,14100
39009,42.5,2011,503.6,2300
39073,47.8,2011,421.32,2800
39119,48.4,2011,664.58,11600
39127,50.7,2011,407.97,13900
39167,50.3,2011,631.97,5900
39017,37.6,2011,467.06,33700
39025,49.2,2011,452.1,37600
39027,51.2,2011,408.68,97500
39057,52.6,2011,413.73,65700
39061,43.5,2011,405.91,3500
39113,42.1,2011,461.55,42000
39135,41.8,2011,424.12,84000
39165,43.3,2011,401.31,38000
39011,50.3,2011,401.39,92500
39021,44.4,2011,428.67,82900
39023,52.4,2011,397.47,64300
39037,43.2,2011,598.1,138000
39065,51.2,2011,470.4,112500
39091,49.1,2011,458.43,90800
39107,49.5,2011,462.45,103000
39109,43.7,2011,406.58,83900
39149,46.7,2011,407.68,91100
40017,11.2,2011,896.63,2200
40073,34.1,2011,898.16,3500
40087,8.9,2011,570.7,4300
40109,6.9,2011,708.82,1600
40119,6.2,2011,684.7,5400
40125,12.2,2011,787.67,1600
40101,15.6,2011,810.45,15000
40135,23.5,2011,673.27,10100
40053,5.1,2011,1000.87,34100
40071,8.6,2011,919.73,88000
40035,12.7,2011,761.35,10300
40115,10.4,2011,470.82,23000
40117,7.5,2011,567.95,8900
40131,15.6,2011,675.63,4100
40145,12.5,2011,561.56,43000
40147,14.5,2011,415.45,11700
42013,51.6,2011,525.8,3700
42021,39.5,2011,688.35,4900
42027,43.2,2011,1109.92,10400
42033,36.2,2011,1144.72,700
42037,40.4,2011,483.11,11600
42043,44.5,2011,525.05,12300
42061,43.4,2011,874.64,3500
42067,41.4,2011,391.35,8900
42087,44.5,2011,411.03,5300
42093,42.4,2011,130.24,6800
42097,44,2011,458.37,18900
42099,46.8,2011,551.45,10200
42109,44.7,2011,328.71,9400
42119,48.5,2011,315.98,10400
42077,48.2,2011,345.17,16400
42079,41.2,2011,890.33,2800
42089,48.4,2011,608.29,1700
42095,42.4,2011,369.67,12000
42107,43.8,2011,778.63,9900
42039,40,2011,1012.3,20500
42049,39.9,2011,799.15,12700
42085,45.4,2011,672.57,17300
42001,36.2,2011,518.67,21500
42009,42.9,2011,1012.3,4200
42041,46.6,2011,545.46,17300
42055,38.3,2011,772.22,17600
42057,39,2011,437.55,800
42133,41.4,2011,904.18,40100
42011,44,2011,856.51,28800
42029,50.2,2011,750.51,13800
42071,53.4,2011,943.81,30600
42075,54.4,2011,361.83,15400
42051,47.3,2011,790.34,5000
42111,46.5,2011,1074.37,5000
42129,47.8,2011,1027.55,7300
42005,40.7,2011,653.2,4500
42007,41.6,2011,434.71,3500
42019,43.8,2011,788.6,9800
42031,42.5,2011,600.83,3400
42063,40.9,2011,827.03,11200
42065,33.2,2011,652.43,3200
42073,49,2011,358.18,8500
45027,25.9,2011,606.94,27300
45061,29.3,2011,410.18,28300
45063,20.3,2011,698.91,3500
45075,28.4,2011,1106.1,21100
45085,27.8,2011,665.07,23500
45025,26.7,2011,799.08,12000
45031,24.1,2011,561.15,33100
45033,24.7,2011,404.87,31000
45041,24.2,2011,799.96,38200
45051,23.5,2011,1133.9,28700
45067,27.8,2011,489.23,12800
45069,29.4,2011,479.67,19900
45055,26,2011,726.56,2600
45057,17.1,2011,549.16,1100
45091,28,2011,680.59,1400
45007,13.1,2011,715.43,2900
45021,21.7,2011,392.66,1400
45073,18.6,2011,626.33,1200
45083,20.5,2011,807.93,1400
45005,22.5,2011,408.09,8500
45009,22.8,2011,393.37,4500
45011,20,2011,548.39,2900
45029,20.8,2011,1056.49,4000
45035,28.5,2011,573.23,4400
45049,24.4,2011,559.9,4900
45003,16.2,2011,1071.03,5300
45037,11.5,2011,500.41,1400
45071,17.5,2011,630.04,3600
46003,36.4,2011,708.42,72800
46005,39.3,2011,1258.71,151000
46015,38.9,2011,817.24,59200
46059,38.4,2011,1436.61,90200
46073,37,2011,526.23,29300
46119,33.6,2011,1006.82,26700
46011,40.5,2011,792.21,117500
46035,32.4,2011,435.56,58300
46061,36.8,2011,434.51,72800
46077,39.8,2011,832.24,145000
46079,38.5,2011,563.28,105000
46087,38.7,2011,574.2,105500
46097,36.1,2011,570.31,77600
46099,42.5,2011,807.15,127000
46101,42.1,2011,519.39,82700
46111,35.6,2011,569.32,43600
46013,33.2,2011,1712.98,206000
46021,36.7,2011,733.68,33300
46045,38.9,2011,1125.96,131000
46049,33.9,2011,981.75,107500
46089,33.1,2011,1136.64,62000
46107,33.4,2011,861.14,42000
46115,34,2011,1503.93,246000
46129,41.1,2011,708.63,43200
46025,36.2,2011,957.6,132000
46029,35.2,2011,688.5,81200
46037,35,2011,1027.87,130000
46039,37.8,2011,622.69,82400
46051,33.2,2011,681.46,95000
46057,37.8,2011,507.23,82300
46091,27.8,2011,838.07,75100
46109,34.6,2011,1101.04,154000
46031,37.2,2011,2469.69,1700
46105,17.8,2011,2870.48,700
46053,39,2011,1014.96,34500
46085,39.4,2011,1641.94,8500
46123,38.3,2011,1612.45,31000
46009,35.7,2011,563.7,84000
46023,40,2011,1097.49,125500
46027,35.1,2011,412.19,63800
46043,37.9,2011,431.8,67500
46067,37.2,2011,812.9,141000
46083,37.9,2011,577.28,121000
46125,40,2011,617.06,123000
46127,42.1,2011,460.54,93700
46135,39.9,2011,521.16,75500
47003,33.8,2011,473.64,12000
47015,41.2,2011,265.64,9300
47027,36,2011,236.54,600
47041,36,2011,304.35,5200
